side,entry_index,exit_index,entry_price,exit_price,stop_loss_price,take_profit_price,exit_reason,gross_return,leveraged_return,net_return
short,97285,97355,23113.937250,22651.658505,23345.076623,22651.658505,take_profit,20.000000,200.000000,199.200000
short,97472,97674,22775.806400,22320.290272,23003.564464,22320.290272,take_profit,20.000000,200.000000,199.200000
short,98576,98790,22052.868050,21611.810689,22273.396731,21611.810689,take_profit,20.000000,200.000000,199.200000
short,102560,102569,23018.485000,23248.669850,23248.669850,22558.115300,stop_loss,-10.000000,-100.000000,-100.800000
short,102617,102898,23008.490000,23238.574900,23238.574900,22548.320200,stop_loss,-10.000000,-100.000000,-100.800000
short,103975,104058,23248.270050,22783.304649,23480.752751,22783.304649,take_profit,20.000000,200.000000,199.200000
short,104184,105241,23245.071650,23477.522367,23477.522367,22780.170217,stop_loss,-10.000000,-100.000000,-100.800000
short,105891,106330,23057.065700,23287.636357,23287.636357,22595.924386,stop_loss,-10.000000,-100.000000,-100.800000
short,107049,107414,23860.163950,24098.765589,24098.765589,23382.960671,stop_loss,-10.000000,-100.000000,-100.800000
short,108463,108513,24241.473200,24483.887932,24483.887932,23756.643736,stop_loss,-10.000000,-100.000000,-100.800000
short,111415,111597,21258.265550,21470.848206,21470.848206,20833.100239,stop_loss,-10.000000,-100.000000,-100.800000
short,112600,113123,21524.132550,21739.373876,21739.373876,21093.649899,stop_loss,-10.000000,-100.000000,-100.800000
short,113879,114018,21384.502400,21598.347424,21598.347424,20956.812352,stop_loss,-10.000000,-100.000000,-100.800000
short,116094,116195,20007.791100,20207.869011,20207.869011,19607.635278,stop_loss,-10.000000,-100.000000,-100.800000
short,116460,116556,20035.277350,20235.630123,20235.630123,19634.571803,stop_loss,-10.000000,-100.000000,-100.800000
short,116735,116972,20038.375800,19637.608284,20238.759558,19637.608284,take_profit,20.000000,200.000000,199.200000
short,117057,117207,20039.275350,20239.668104,20239.668104,19638.489843,stop_loss,-10.000000,-100.000000,-100.800000
short,117452,117478,20185.102400,19781.400352,20386.953424,19781.400352,take_profit,20.000000,200.000000,199.200000
